urbanarea_id,iata_code,woe_id,name
4718,RDG,12521537,Reading Regional Airport
4721,MDT,12520098,Harrisburg International Airport
4730,OSU,12521201,Ohio State University Airport
4730,CMH,12521441,Port Columbus International Airport
4739,HFY,12520013,Greenwood Municipal Airport
4739,IND,12520294,Indianapolis International Airport
4739,UMP,12520295,Indianapolis Metro Airport
4741,WRI,12520860,McGuire Air Force Base
4746,DAY,12520347,James M Cox Dayton International Airport
4746,FFO,12523376,Wright Patterson Air Force Base
4774,ANP,12523064,Lee Airport
4782,YHU,12511759,Aéroport de St-Hubert
4784,YCV,12511756,Cartierville Airport
4787,YRO,12511780,Rockcliffe Airport
4788,BTV,12518979,Burlington International Airport
4789,MHT,12520772,Manchester-Boston Regional Airport
4790,RAC,12520382,John H Batten Airport
4791,AKC,12518549,Fulton International Airport
4791,BKL,12518976,Burke Lakefront Airport
4791,CGF,12519394,Cuyahoga County Airport
4791,CLE,12520226,Hopkins International Airport
4791,LNN,12522468,Willoughby Lost Nation Municipal Airport
4792,SCR,12523399,Wilkes-Barre-Scranton Municipal Airport
4793,AGC,12518575,Allegheny County Airport
4793,PIT,12519983,Greater Pittsburgh International Airport
4794,DYL,12519530,Doylestown Airport
4794,TTN,12520901,Mercer County Airport
4794,ILG,12521105,New Castle County Airport
4794,PNE,12521161,Northeast Philadelphia Airport
4794,PHL,12521360,Philadelphia International Airport
4794,VAY,12521911,South Jersey Regional Airport
4794,BBX,12524570,Wings Field Airport
4799,ACY,12518689,Atlantic City International Airport
4799,AIY,12523062,Atlantic City Municipal Airport-Bader Field
4802,YZD,12511881,Toronto Downsview Airport
4802,YYZ,12511883,Toronto Lester B Pearson International Airport
4804,ZML,12519880,General Mitchell International Airport
4804,UES,12522358,Waukesha County Airport
4806,ARB,12518630,Ann Arbor Municipal Airport
4806,DTW,12519481,Detroit Metro Airport
4806,YIP,12522472,Willow Run Airport
4806,DET,12519479,Detroit City Airport
4806,PTK,12521181,Oakland County International Airport
4806,MTC,12521791,Selfridge Air National Guard Base
4806,DEO,12523299,Hyatt Regency Heliport
4810,MDW,12519178,Chicago Midway International Airport
4810,GYY,12519869,Gary/Chicago International Airport
4810,JOT,12520394,Joliet Regional Airport
4810,LOT,12520634,Lewis University Airport
4810,ORD,12521200,Chicago O'Hare International Airport
4810,PWK,12521282,Pal Waukee Airport
4810,CHI,12523051,Chicago Fss Airport
4810,UGN,12522357,Waukegan Regional Airport
4812,BBF,12524569,Burlington Airport
4812,BVY,12518817,Beverly Municipal Airport
4812,BOS,12519874,Gen E L Logan International Airport
4812,BED,12520579,Laurence G. Hanscom Field Airport
4812,PVD,12522119,Theodore Francis Green State Airport
4812,JBC,12523136,Boston City Heliport
4813,BDR,12520279,Igor I Sikorsky Memorial Airport
4813,BNH,12518744,Barnes Airport
4813,BDL,12518915,Bradley International Airport
4813,HFD,12520113,Hartford-Brainard Airport
4813,EHT,12521564,Rentschler Airport
4813,HVN,12522229,Tweed New Haven Airport
4813,CEF,12522401,Westover Metro Airport
4814,SMD,12521889,Smith Field Airport
4815,BLM,12518574,Allaire Airport
4815,CDW,12519660,Essex County Airport
4815,EWR,12521127,Newark International Airport
4815,TEB,12522105,Teterboro Airport
4815,ARX,12524563,Charles Wood Helipad
4816,HPN,12522396,Westchester County Airport
4818,BPA,12520033,Grumman Bethpage Airport
4818,JFK,12520380,John F Kennedy Int'l Airport
4818,LGA,12520509,LaGuardia Airport
4818,ISP,12520697,Long Island Macarthur Airport
4818,AYZ,12524568,Zahns Airport
4818,DPK,12524657,Deer Park Airport
4819,CVG,12519978,Greater Cincinnati International Airport
4819,HAO,12520064,Butler County Regional Airport
4820,ADW,12518620,Andrews Air Force Base
4820,IAD,12519544,Dulles International Airport
4820,MTN,12520827,Martin State Airport
4820,BWI,12522341,Baltimore-Washington International Thurgood Marshall Airport
4820,DCA,12522343,Washington National Airport
4820,BZS,12523372,Buzzards Point Seaplane Base
4820,CGS,12524611,College Park Airport
4826,RRL,12520910,Merrill Municipal Airport
4829,AUW,12522361,Wausau Downtown Airport
4832,ATY,12522349,Watertown Municipal Airport
4833,EAU,12519585,Eau Claire County Airport
4835,STE,12522009,Stevens Point Municipal Airport
4838,JMN,12523380,Mankato Municipal Heliport
4858,IOW,12520311,Iowa City Municipal Airport
4860,MLI,12521505,Quad City Airport
4862,OMA,12519653,Eppley Airfield
4873,SPI,12519058,Capital Airport
4876,MKC,12520419,Kansas City Downtown Airport
4889,JEF,12520356,Jefferson City Memorial Airport
4891,ANE,12518633,Anoka County-Blaine Airport
4891,MSP,12520966,Minneapolis St Paul International Airport
4891,JDT,12523430,Minneapolis Downtown Heliport
4896,STL,12520553,Lambert St Louis International Airport
4896,CPS,12521970,St Louis Downtown Parks Airport
4900,MAO,12511115,Aeroporto Internacional Eduardo Gomes
4900,PLL,12511279,Aeroporto Ponta Pelada
4901,QBX,12511332,Aeroporto Sobral
4905,THE,12511344,Aeroporto Senador Petrônio Portella
4907,MVF,12511111,Aeroporto Dix-Sept Rosado
4909,IMP,12511179,Aeroporto Prefeito Renato Moreira
4910,NAT,12511038,Aeroporto Internacional Augusto Severo
4911,QIG,12511176,Aeroporto Iguatu
4914,JPA,12511287,Aeroporto Internacional Presidente Castro Pinto
4917,CPV,12511202,Aeroporto Presidente João Suassuna
4929,PNZ,12511269,Aeroporto Senador Nilo Coelho
4930,PAV,12511266,Aeroporto Paulo Afonso
4933,MCZ,12511069,Aeroporto Internacional Zumbi dos Palmares
4934,APQ,12523476,Aeroporto Arapiraca
4948,JEQ,12511195,Aeroporto Jequie
4949,ITN,12511183,Aeroporto Itabuna
4955,CGB,12511228,Aeroporto Internacional Marechal Rondon
4959,ARS,12511028,Aeroporto Aragarcas
4964,APS,12511023,Aeroporto Anapolis
4968,BPS,12511284,Aeroporto Porto Seguro
4970,GYN,12511301,Aeroporto Santa Genoveva
4974,PIV,12523665,Aeroporto Pirapora
4985,POJ,12523657,Aeroporto Patos de Minas
4988,GVR,12511160,Aeroporto Governador Valadares
5001,UBA,12511357,Aeroporto Uberaba
5004,PLU,12511257,Aeroporto da Pampulha
5019,CGR,12511071,Aeroporto Internacional Campo Grande
5020,VOT,12523762,Aeroporto Votuporanga
5029,PSW,12523655,Aeroporto Passos
5034,SJP,12511317,Aeroporto Sao Jose do Rio Preto
5040,RAO,12511210,Aeroporto Leite Lopes
5063,CAW,12511048,Aeroporto Bartolomeu Lisandro
5064,AQA,12511033,Aeroporto Araraquara
5065,POO,12511276,Aeroporto Embaixador Walther Moreira Salles
5082,BAU,12511049,Aeroporto Bauru
5087,MEA,12511217,Aeroporto de Macaé
5096,REZ,12511291,Aeroporto Resende
5099,PJC,12523659,Amambay Airport
5113,SNZ,12511299,Aeroporto Santa Cruz
5113,SDU,12511312,Aeroporto Santos Dumont
5124,BJP,12523505,Aeroporto Braganca Paulista
5125,OUS,12511252,Aeroporto Ourinhos
5134,QDV,12511205,Aeroporto Jundiai
5142,GRU,12511170,Aeroporto Internacional Governador André Franco Montoro
5142,ZFU,12523485,Aeroporto Aruja
5142,CGH,23388212,Aeroporto Internacional de Congonhas
5146,MGF,12511231,Aeroporto Regional Silvio Name Júnior
5148,SOD,12511334,Aeroporto Sorocaba
5149,UBT,12511356,Aeroporto Ubatuba
5154,UMU,12511359,Aeroporto Ernesto Geisel
5171,CWB,12511012,Aeroporto Internacional Afonso Pena
5171,BFH,12511039,Aeroporto de Bacacheri
5176,AGT,12523540,Alejo Garcia Airport
5177,PNG,12511258,Aeroporto Municipal de Paranagua
5183,PTO,12511263,Aeroporto Municipal de Pato Branco
5190,CFC,12523508,Aeroporto Cacador
5193,NVT,12511240,Aeroporto Internacional Ministro Victor Konder
5199,CNT,12523535,Charata Airport
5203,PSS,12510533,Posadas Airport
5205,RES,12510540,Resistencia Airport
5206,CNQ,12510484,Corrientes Airport
5229,CXJ,12511068,Aeroporto Campo dos Bugres
5231,BGV,12523499,Aeroporto Bento Goncalves
5241,ALQ,12523463,Aeroporto Federal
5248,BUV,12523497,Bella Union Airport
5265,PET,12511267,Aeroporto Pelotas
5271,RIG,12511293,Aeroporto Rio Grande
5281,ROS,12510547,Rosario Airport
5318,PDP,12522563,Maldonado Airport
5333,REC,12511167,Aeroporto Internacional Gilberto Freyre
5335,SSA,12511112,Aeroporto Internacional Dep. Luís Eduardo Magalhães
5336,BSB,12511058,Aeroporto Internacional Juscelino Kubitschek
5345,CPQ,12523513,Aeroporto Internacional Campinas
5346,URG,12511295,Aeroporto Internacional Rubem Berta
5347,QNS,12511076,Aeroporto Canoas
5347,POA,12511298,Aeroporto Internacional Salgado Filho
5347,GCV,12523571,Aeroporto Gravatai
5348,EZE,12510496,Ministro Pistarini International Airport
5348,AEP,23388199,Aeroparque Jorge Newbery
5348,RLO,24554863,Merlo International
5349,MVD,12522559,Carrasco International Airport
5350,BVB,12511054,Aeroporto Internacional Boa Vista
5354,BEL,12511369,Aeroporto Internacional Val de Cans
5356,RSA,12510559,Santa Rosa Airport
5363,RDS,12510541,Rincon de Los Sauces Airport
5370,ZCO,12512332,Maquehue Airport
5388,CPG,12523522,Carmen de Patagones Airport
5405,CVI,12523511,Caleta Olivia Airport
5417,CRD,12510499,General Enrique Mosconi Airport
5419,SST,12510560,Santa Teresita Airport
5434,MDQ,12510518,Mar del Plata Airport
5438,MJR,12523634,Miramar Airport
5445,SJO,12512434,Juan Santamaria International Airport
5445,SYQ,23388260,Aeropuerto Nacional Tobias Bolanos
5447,PAC,12515428,Paitilla-Marcos A Gelabert International Airport
5452,SNC,12512632,General Ulpiano Paez Airport
5455,CUE,12512642,Mariscal Lamar Airport
5458,LOH,12523618,Loja Airport
5461,PIU,12515194,Capitan Concha Airport
5464,CIX,12515192,Cap J A Quinones Gonzales Airport
5469,PCL,12515216,Pucallpa Airport
5478,AYP,12515198,Cnl Alfredo Mendivil Duarte Airport
5480,CUZ,12515222,Velazco Astete Airport
5482,PIO,12515215,Pisco Airport
5484,JUL,12515207,Juliaca Airport
5504,OVL,12523648,Ovalle Airport
5528,TLX,12524458,Talca Airport
5538,SCL,12512304,Arturo Merino Benitez International Airport
5539,NVA,12524502,Neiva Lamarguita Airport
5540,ATF,12523470,Chachoan Airport
5543,CCP,12512311,Carriel Sur International Airport
5557,MEC,12512629,Eloy Alfaro Airport
5558,PVO,12512647,Reales Tamarindos Airport
5585,UCT,12517120,Ust Ukhta Airport
6010,OMS,12516609,Omsk Southwest Airport
6309,BXH,12514283,Balkhash Airport
6310,BKA,12515878,Bykovo Airport
6310,SVO,12516860,Sheremtyevo Airport
6340,CEK,12515894,Chelyabinsk Balandino Airport
6355,SGC,12516957,Surgut North Airport
6356,NJC,12516511,Nizhnevartovsk Northwest Airport
6361,CEE,12515900,Cherepovets Airport
6362,PEE,12515842,Bolshesavino Airport
6388,RTW,12516819,Saratov Airport
6406,OUL,12512792,Oulun lentoasema
6440,TRD,12515128,Trondheim Lufthavn Værnes
6464,JOE,12512772,Joensuun lentoasema
6539,HEL,12512766,Helsinki-Vantaan lentoasema
6539,HEM,23388273,Helsinki-Malmin lentoasema
6541,OSL,12515119,Oslo Lufthavn Gardermoen
6573,BMA,12517616,Stockholm-Bromma flygplats
6580,TLL,12512744,Ulemiste Airport
6618,NYO,12517663,Stockholm-Skavsta Flygplats
6631,TAY,12523797,Ulenurme Airport
6636,THN,12517685,Trollhättan Vänersborgs Flygplats
6653,GSE,12517675,Göteborg City Flygplats
6655,VVK,12523972,Västervik Flygplats
6679,RIX,12514576,Riga Airport
6689,HAD,12517635,Halmstad Flygplats
6708,AGH,23319131,Ängelholm Flygplats
6715,RNB,12517671,Ronneby Airport
6723,JHE,12523141,Helsingborg Heliport
6755,VEJ,12523335,Vejle Lufthavn
6768,MMX,23318094,Malmö-Sturup Flygplats
6806,GWT,22294483,Westerland Airport
6923,BZG,12523956,Szwederowo Airport
6990,POZ,12515333,Lawica Airport
7022,BWE,22176819,Braunschweig Airport
7097,CBU,12523857,Cottbus Airport
7126,NRN,12513156,Düsseldorf Niederrhein Flughafen
7229,UCK,12518337,Lutsk Airport
7249,EGO,12515790,Belgorod North Airport
7314,ZTR,12524016,Zhitomir Airport
7359,MXR,12524012,Mirgorod Airport
7441,HMJ,12518289,Khmelnitskiy Airport
7514,ARN,12517610,Stockholm-Arlanda flygplats
7519,TRF,12515126,Sandfjord Lufthavn Torp
7555,HAM,22211603,Hamburg Airport
7556,BRE,22177393,Bremen Airport
7561,WAW,12515363,Okecie International Airport
7596,AAL,12512587,Ålborg Lufthavn
7599,ZGH,22851127,Københavns Lufthavn
7604,TXL,22164086,Flughafen Berlin-Tegel
7604,THF,22164089,Tempelhof Central Airport
7604,SXF,22276234,Berlin-Schonefeld International Airport
7606,GUT,12513116,Gutersloh Airport
7611,UMY,12524014,Sumy Airport
7612,IEV,12518501,Zhulyany Airport
7615,HRK,12518282,Kharkov Airport
7674,AYH,12518030,Alconbury Airport
7676,CBG,22458071,Cambridge Airport
7683,UTC,23195459,Vliegbasis Soesterberg
7691,QAR,12515084,Deelen Airport
7720,HTF,12518098,Hatfield Aerodrome
7768,LGW,23387567,London Gatwick Airport
7779,SOU,22488616,Southampton International Airport
7780,CQF,12523087,Aéroport Calais-Dunkerque
7785,BSH,12523976,Brighton Airport
7862,RNS,12512973,Aéroport de Rennes-Saint-Jacques
7872,AMS,22386730,Amsterdam Airport Schiphol
7880,LGG,12510845,Bierset Airport
7880,MGL,22246822,Dusseldorf Monchengladbach Airport
7880,DUS,23024911,Dusseldorf International Airport
7880,CGN,23030981,Flughafen Köln-Bonn
7882,HEN,12523987,Hendon Aerodrome
7882,RCS,12524003,Rochester Airport
7882,XET,22475376,London City Airport
7882,BQH,22493878,Biggin Hill Airport
7884,EIN,12515087,Eindhoven Airport
7886,ANR,22028955,Internationale Luchthaven Antwerpen
7886,BRU,22103751,Luchthaven Brüssel Nationaal
7891,CRL,22048658,Brussels South-Aeroport dé Charleroi Så
7896,DCS,12518090,Doncaster Finningley Airport
7896,XNM,12518136,Nottingham Airport
7896,LBA,22471856,Leeds Bradford Airport
7896,DSA,22656550,Sheffield Airport
7898,QQY,22454274,Birmingham International Airport
7905,PME,12523999,Portsmouth Airport
7955,AER,12515677,Adler Airport
7958,TZX,12523250,Trabzon Air Base
8036,KLU,12510824,Aeroporto de Klagenfurt
8049,CDF,12513815,Fiames Airport
8074,SZD,12513429,Szeged Airport
8091,GVA,23365569,Aéroport International de Genève
8104,ARW,12515518,Ceala Airport
8108,BLX,12523919,Belluno Airport
8129,TRS,12513859,Ronchi Dei Legionari Airport
8132,NCY,12512937,Aéroport d'Annecy-Haute Savoie
8184,JLO,12523914,Jesolo Airport
8235,RJK,12513371,Rijeka Krk Airport
8246,AHZ,12523836,L'alpe-D'huez Airport
8268,SIP,12518424,Simferopol North Airport
8278,BEG,12517583,Surcin Airport
8324,OTP,12515558,Otopeni Airport
8324,BBU,23388350,Aeroportul National Bucuresti-Baneasa
8333,GOA,12513821,Genoa Cristoforo Colombo Airport
8341,BAE,12523804,Saint-Pons Airport
8348,CRA,12523964,Craiova Airport
8364,ALL,12513797,Albenga Airport
8413,INI,12517587,Nis Airport
8423,VAR,12511529,Topoli Airport
8451,SOF,12511552,Vrazhdebna Airport
8476,SZR,12523779,23 Helicopter Air Base
8483,TGD,12517592,Titograd Airport
8520,AJA,12512869,Aéroport International Ajaccio-Campo Dell'oro
8568,SSX,12523232,Samsun Airport
8590,DRM,12523870,Drama Airport
8613,OLB,12513840,Olbia Costa Smeralda Airport
8640,SKG,12513329,Thessaloniki Airport
8649,BDS,12513811,Casale Airport
8675,BTZ,12517876,Bursa Airport
8711,ASR,12517886,Erkilet Airport
8754,REG,22315780,Aeroporto di Reggio Calabria
8778,DNZ,12523098,Cardak Airport
8786,CTA,22307044,Catania Fontanarossa Airport
8819,BJV,12523053,Milas Airport
8820,ADA,12517911,Sakirpasa Airport
8824,AYT,12517869,Antalya Airport
8830,AAE,12510325,El Mellah Airport
8836,TUN,23388364,Aeroport Tunis
8840,GJL,12510349,Taher Airport
8878,RHO,12513316,Paradisi Airport
8915,CHQ,12513324,Souda Airport
8919,TEE,12510351,Tebessa Airport
8923,HER,12513291,Iraklion Airport
8939,SFA,12517857,El Maou Airport
8956,GAE,12517858,Gabes Airport
8975,DAM,12517698,Damascus International Airport
8984,HFA,12513795,U Michaeli Airport
9006,MRA,12514660,Misurata Airport
9038,BZO,12513807,Bolzano Airport
9044,LUG,23354864,Aeroporto di Lugano-Agno
9048,ZAG,12513376,Zagreb Airport
9049,VIC,12513868,Vicenza Airport
9049,VRN,22592277,Aeroporto di Verona-Villafranca
9058,PMF,12513845,Parma Airport
9070,SPU,12513372,Split Airport
9074,PEG,12513847,Perugia Airport
9077,PSR,12513848,Pescara Airport
9080,CIA,22307480,Ciampino Airport
9088,JKH,12513287,Chios Airport
9092,ALG,12510331,Houari Boumediene Airport
9095,MIR,12517860,Habib Bourguiba International Airport
9102,BEY,23388329,Beirut International Airport
9104,ADJ,23388321,Al Matar Airport
9107,TSF,22321438,Aeroporto di Treviso-Sant'angelo
9108,SWK,12523358,Segrate Airport
9108,MXP,22306432,Malpensa International Airport
9108,BGY,22309691,Orio Al Serio Airport
9109,SBZ,12515589,Turnisor Airport
9111,QPA,12513841,Padova Airport
9113,TRN,12513862,Turin International Airport
9117,BLQ,12513806,Bologna Airport
9121,RMI,12513855,Rimini Airport
9122,PSA,12513850,Pisa Airport
9123,JCA,12523296,Croisette Heliport
9123,XXT,12523829,Sophia Antipolis Heliport
9123,CEQ,22878800,Aéroport de Cannes-Mandelieu
9133,BRI,12513843,Palese Macchie Airport
9137,SAW,23416958,Istanbul Sabiha Gokcen Airport
9165,CMF,12512839,Aéroport de Chambéry-Aix-les-Bains
9168,EBU,12512859,Aéroport de Saint-Etienne-Bouthéon
9175,AUR,12512848,Aéroport d'Aurillac
9209,CCF,12512962,Aéroport de Carcassonne-Salvaza
9229,CTT,12512918,Le Castellet Airport
9229,TLN,12512920,Aéroport de Toulon-Hyères
9229,MRS,12512931,Marignane Airport
9229,AVN,12523803,Aéroport d'Avignon
9232,LYN,12512866,Aéroport de Lyon-Bron
9232,LYS,12512963,Aéroport de Lyon Saint-Exupéry
9233,CFE,12512847,Aéroport de Clermont-Ferrand
9235,GRO,23268768,Aeropuerto de Girona
9241,ORN,12510326,Es Senia Airport
9258,BVE,12512905,La Roche Airport
9260,BOD,12512934,Aéroport de Bordeaux
9272,MDM,12512940,Mont de Marsan Airport
9273,TLS,12512856,Aéroport de Toulouse-Blagnac
9273,XYT,12512941,Montaudran Airport
9390,ROV,12516787,Rostov East Airport
9401,ZTN,12514631,Trencin Airport
9416,KSC,12514604,Barca Airport
9438,PZY,12514620,Piestany Airport
9471,MUC,22923040,Franz-Josef-Strauss Airport
9476,ZNI,12514617,Nitra Southeast Airport
9477,ERD,12518200,Berdyansk Airport
9517,MCQ,12513412,Borsod Megyei Airport
9519,CMR,12523806,Aéroport de Colmar-Houssen
9556,SZG,12510826,Flughafen Salzburg
9584,BSL,12523049,Euroairport Basel-Mulhouse-Freiburg
9592,DEB,12523875,Debrecen Airport
9605,ACH,23344872,Flugplatz St. Gallen-Altenrhein
9641,IAS,12515544,Iasi North Airport
9659,GRZ,22014356,Flughafen Graz
9704,QKA,12513141,Karlsruhe Forchheim Airport
9704,WIE,12513260,Wiesbaden Air Base
9704,MHG,22243020,Mannheim City Airport
9704,ZRB,22981759,Flughafen Frankfurt Åm Main
9705,STR,22236827,Stuttgart Airport
9708,SXB,12512892,Aéroport International Strasbourg
9712,VIE,22022012,Flughafen Wien-Schwechat
9714,BTS,12514608,Bratislava Airport
9730,UHE,12523786,Uherske Hradiste Airport
9732,AGB,12513043,Augsburg Muhlhausen Airport
9737,BUD,12513389,Ferihegy Airport
9738,ZRH,22442771,Zurich International Airport
9780,DIJ,12512926,Aéroport de Dijon-Bourgogne
9797,CHR,12512890,Aéroport Marcel Dassault-Châteauroux Déols
9801,JEV,12523811,Evry Heliport
9801,TNF,12523833,Toussus-le-Noble Airport
9801,CDG,22140453,Aéroport Roissy-Charles de Gaulle
9801,ORY,22144181,Aéroport de Paris Orly
9847,LOS,12515073,Lagos Murtala Muhammed Airport
9855,ENU,12515063,Enugu Airport
9857,COO,12510939,Cotonou Cadjehon Airport
9858,BNI,12515060,Benin Airport
9901,CBQ,12515061,Calabar Airport
9912,DLA,12512348,Douala Airport
9913,TKC,12512353,Tiko Airport
9915,YAO,12512354,Yaounde Airport
9915,NSI,12523057,Nsimalen Airport
9919,IBA,12515065,Ibadan Airport
9954,ACC,12513022,Kotoka International Airport
9970,APL,12515027,Nampula Airport
9973,MDK,12511971,Mbandaka Airport
9996,GOM,12511956,Goma International Airport
10029,BJM,12511564,Bujumbura Airport
10030,ARK,24554855,Arusha Airport
10051,KGA,12511960,Kananga Airport
10055,SZA,12510454,Soyo Airport
10120,OHI,12522988,Oshakati Airport
10129,TSB,12522992,Tsumeb Airport
10143,ERS,12522975,Eros Airport
10155,PTG,12517460,Polokwane International Airport
10160,PHW,12517419,Hendrik Van Eck Airport
10195,MPM,12515021,Maputo Airport
10217,NCS,12517453,Newcastle Airport
10234,BFN,12517423,J B M Hertzog Airport
10239,PZB,12517459,Pietermaritzburg Airport
10261,ELS,12517396,Ben Schoeman Airport
10264,OUH,12517454,Oudtshoorn Airport
10268,PLZ,12517413,H F Verwoerd Airport
10269,CPT,12517402,Cape Town International Airport
10269,XYS,12517501,Ysterplaat Airport
10280,WIL,12514078,Nairobi Wilson Airport
10281,BZV,12511945,Brazzaville Maya Maya Airport
10283,JNB,12517424,OR Tambo International Airport
10283,QRA,12517469,Rand-Geriston Airport
10283,WKF,12517496,Waterkloof Airport
10283,PRY,12517500,Wonderboom Airport
10283,HIC,12523365,Iscor Heliport
10283,HPR,12523366,Pretoria Central Heliport
10283,HCS,12523367,Randburg Heliport
10286,DUR,12517440,Louis Botha Airport
10286,VIR,12517493,Virginia Airport
10290,MRU,12514796,Plaisance International Airport
10294,RUN,12515488,Saint Denis Gillot Airport
10335,WVK,12514699,Manakara Sud Airport
10338,TLE,12514710,Toliara Airport
10352,LHE,12515245,Lahore Airport
10429,MRX,12513705,Bandar Mashur Airport
10460,MUX,12515251,Multan Airport
10511,SYZ,12513764,Shiraz International Airport
10526,ZAH,12513773,Zahedan International Airport
10573,BUZ,12513710,Bushehr Airport
10645,NAL,12513638,Bikaner Airport
10667,SKZ,12515270,Sukkur Airport
10692,BND,12513703,Bandar Abbass International Airport
10693,AGR,12513528,Agra Airport
10718,DHA,12517333,Dhahran International Airport
10753,GWL,12513589,Gwalior Airport
10854,UDR,12513688,Udaipur Airport
10866,AZI,12517732,Bateen Airport
10916,BHO,12513540,Bairagarh Airport
10919,BHJ,12513554,Bhuj Airport
10927,AMD,12513529,Sardar Vallabhbhai Patel International Airport
10942,IDR,12513600,Devi Ahilyabai Holkar International Airport
10959,BDQ,12513692,Vadodara Airport
10961,RAJ,12513661,Rajkot Airport
10963,RRK,12513664,Rourkela Airport
10992,PBD,12513653,Porbandar Airport
11003,TIF,12517372,Taif Airport
11061,ISK,12513640,Gandhinagar Airport
11076,PZU,12517603,Port Sudan International Airport
11120,AHB,12517317,Abha Airport
11162,GIZ,12517335,Gizan Airport
11231,CDP,12513571,Cuddapah Airport
11257,HAL,12513543,HAL Bangalore International Airport
11285,CJB,12513569,Peelamedu Airport
11309,DIR,12512756,Aba Tenna Dejazmatch Yilma Airport
11313,ADD,12512758,Bole International Airport
11346,MGQ,12517532,Mogadishu Airport
11351,DEL,12513599,Indira Gandhi International Airport
11354,PAT,12513651,Lok Nayak Jaiprakash Airport
11361,STV,12513677,Surat Airport
11390,BOM,12513559,Chhatrapati Shivaji International Airport
11391,PNQ,12513655,Pune Airport
11394,MAA,12513629,Chennai International Airport
11400,TUU,12517371,Tabuk Airport
11417,UVL,12512700,New Valley Airport
11420,ABS,12512656,Abu Simbel Airport
11427,KRT,12517601,Khartoum Airport
11440,EBD,12517598,El Obeid Airport
11468,ALY,23388264,An-Nuzhah Airport
11522,PSD,12512701,Port Said Airport
11526,CAI,12512678,Cairo International Airport
11540,EDL,12514065,Eldoret Airport
11553,ASF,12515745,Astrakhan Southeast Airport
11567,MCX,12516386,Makhachkala-Uytash Airport
11627,RZR,12513751,Ramsar Airport
11676,TBZ,12513767,Tabriz Airport
11679,RAS,12513752,Rasht Airport
11680,THR,12513746,Mehrabad International Airport
11687,DRW,12510651,Darwin International Airport
11690,CNS,12510623,Cairns International Airport
11693,BME,12510620,Broome International Airport
11695,TSV,12510800,Townsville Airport
11698,ISA,12510745,Mount Isa Airport
11704,GEA,12523111,Magenta Airport
11706,ROK,12510773,Rockhampton Airport
11711,GLT,12510675,Gladstone Airport
11715,BDB,12510621,Bundaberg Airport
11724,BNE,23388207,Brisbane International Airport
11725,TWB,12510799,Toowoomba Airport
11727,SFP,12523218,Surfers Paradise Airport
11735,CFS,12510636,Coffs Harbour Airport
11762,GOS,12523114,Gosford Airport
11767,GFF,12510681,Griffith Airport
11771,ADL,1107231,Adelaide International Airport
11784,AKL,12515151,Auckland International Airport
11784,MHB,12523172,Auckland Mechanics Bay Seaplane Base
11801,GIS,12515154,Gisborne Airport
11806,PMR,12515164,Palmerston North Airport
11813,NSN,12515160,Nelson Airport
11814,WLG,12515175,Wellington International Airport
11817,CHC,12515152,Christchurch International Airport
11817,ZWG,12515180,Wigram Aerodrome
11824,RSE,12523330,Au-Rose Bay Airport
11824,SWZ,12523448,Sydney West Airport
11824,ZDN,23388205,Kingsford Smith Airport
11825,MEL,23388202,Melbourne International Airport
11829,JAD,12510760,Perth Jandakot Airport
11829,PER,12510761,Perth International Airport
11830,CBR,12510625,Canberra International Airport
11831,ABX,12510583,Albury Airport
